The	0.00
woman	15.208165168762207
brought	10.088092803955078
the	3.0746653079986572
sandwich	14.96696949005127
from	5.917602062225342
the	1.1255125999450684
kitchen	6.872164726257324
tripped	22.597366333007812
on	6.21380615234375
the	1.2282503843307495
carpet	8.471583366394043
.	1.6573615074157715
<eos>	-0.0
The	0.00
woman	15.208165168762207
who	4.55938720703125
was	3.00785756111145
brought	7.133801460266113
the	9.24183177947998
sandwich	15.792580604553223
from	4.99498987197876
the	1.1027171611785889
kitchen	6.7271199226379395
tripped	19.339210510253906
on	5.193312644958496
the	1.4403841495513916
carpet	8.148927688598633
.	1.8656013011932373
<eos>	-0.0
The	0.00
woman	15.208165168762207
given	11.606546401977539
the	2.1021554470062256
sandwich	16.680194854736328
from	7.173472881317139
the	1.524573564529419
kitchen	7.970909118652344
tripped	20.665206909179688
on	5.07863187789917
the	1.6705423593521118
carpet	8.572860717773438
.	1.7822277545928955
<eos>	-0.0
The	0.00
woman	15.208165168762207
who	4.55938720703125
was	3.00785756111145
given	7.004412651062012
the	1.5606553554534912
sandwich	16.82171630859375
from	7.235376834869385
the	1.336496114730835
kitchen	6.853208541870117
tripped	19.130165100097656
on	4.878985404968262
the	1.5395101308822632
carpet	8.427392959594727
.	1.6751269102096558
<eos>	-0.0
The	0.00
captive	18.40828514099121
walked	14.937110900878906
into	3.8926889896392822
the	0.6858272552490234
dark	9.628029823303223
cave	10.021340370178223
tried	18.889291763305664
to	0.8479034900665283
escape	4.262954235076904
but	7.4617919921875
failed	6.715982913970947
.	2.9824140071868896
<eos>	-0.0
The	0.00
captive	18.40828514099121
who	7.616973400115967
was	3.7351722717285156
walked	14.932737350463867
into	4.0354814529418945
the	0.6073999404907227
dark	9.954816818237305
cave	9.150862693786621
tried	13.001825332641602
to	0.16848282516002655
escape	4.07494592666626
but	6.0774335861206055
failed	6.134500503540039
.	2.9039196968078613
<eos>	-0.0
The	0.00
captive	18.40828514099121
taken	15.904458999633789
into	5.046723365783691
the	1.3760981559753418
dark	9.177305221557617
cave	10.437355041503906
tried	15.30453109741211
to	0.21559199690818787
escape	4.079570293426514
but	6.241316795349121
failed	6.504183292388916
.	2.8973398208618164
<eos>	-0.0
The	0.00
captive	18.40828514099121
who	7.616973400115967
was	3.7351722717285156
taken	7.181168556213379
into	3.9898793697357178
the	2.067228317260742
dark	9.824324607849121
cave	10.420491218566895
tried	13.481809616088867
to	0.15827423334121704
escape	3.8702244758605957
but	6.03925895690918
failed	6.1813130378723145
.	3.1082382202148438
<eos>	-0.0
The	0.00
prisoners	16.805177688598633
pounded	16.37224578857422
for	7.868201732635498
hours	8.72469425201416
and	3.6008107662200928
hours	5.263931751251221
confessed	20.512802124023438
to	2.4812824726104736
crimes	11.046088218688965
they	6.401126861572266
never	9.245715141296387
committed	5.009091854095459
.	0.6553415060043335
<eos>	-0.0
The	0.00
prisoners	16.805177688598633
who	6.121663570404053
were	2.429494857788086
pounded	15.388091087341309
for	6.523771286010742
hours	8.128226280212402
and	4.459007740020752
hours	4.920279502868652
confessed	16.75794219970703
to	0.9096270203590393
crimes	9.444294929504395
they	6.494669437408447
never	9.36020565032959
committed	4.678230285644531
.	0.7568922638893127
<eos>	-0.0
The	0.00
prisoners	16.805177688598633
beaten	16.502958297729492
for	5.673881530761719
hours	10.438847541809082
and	3.7422375679016113
hours	4.955535888671875
confessed	18.459712982177734
to	1.1754311323165894
crimes	9.352944374084473
they	6.113419532775879
never	8.583603858947754
committed	4.314126491546631
.	0.71214759349823
<eos>	-0.0
The	0.00
prisoners	16.805177688598633
who	6.121663570404053
were	2.429494857788086
beaten	9.060256958007812
for	5.031900405883789
hours	11.114136695861816
and	4.219006538391113
hours	5.445615768432617
confessed	15.734015464782715
to	0.9167271256446838
crimes	8.009135246276855
they	6.42216682434082
never	8.965509414672852
committed	3.9932219982147217
.	0.7873710989952087
<eos>	-0.0
The	0.00
business	15.53799057006836
expanded	9.32648754119873
into	3.811149835586548
an	4.916586875915527
empire	6.42860221862793
was	13.733610153198242
sold	10.215237617492676
for	4.975414276123047
billions	11.973333358764648
of	0.10661754757165909
dollars	0.7436439990997314
.	2.555875778198242
<eos>	-0.0
The	0.00
business	15.53799057006836
that	8.114577293395996
